Name,Slug,Description,Address,City,State,Zip,Phone,Website URL,Google Maps URL,Photo URL,Hours,Services,Specialties,Type,Price Range,Rating,Review Count,Status,Featured,Date Added,Latitude,Longitude
Clearices Purty Pups,clearices-purty-pups-roswell-nm,,1107 E 17th St,Roswell,New Mexico,88201,(575) 244-4908,https://www.facebook.com/share/17Rs3WynNg/%3Fmibextid%3DwwXIfr,"https://www.google.com/maps/place/Clearices+Purty+Pups/@33.412141399999996,-104.5073645,14z/data=!4m8!1m2!2m1!1sClearices+Purty+Pups!3m4!1s0x86e26f58a6c74ae7:0x39391abb89d76c7c!8m2!3d33.412141399999996!4d-104.5073645",https://lh3.googleusercontent.com/gps-cs-s/AHVAwerreJgAbA5D6xbS0bKCZwfzoWX278ywwabhii-D7iwwo1zB7OD4v5voeKCTq35m46pJLjYV3KH8GHA9LJ0D4_UPSx3_XuC7G0CdimfK9sDlNWJcRIj6ZuAJNnamck_jwWDY0S4fXaqYd6qf=w800-h500-k-no,"Sunday: Closed, Monday: Closed, Tuesday: 12AM–4PM, Wednesday: 12–4PM, Thursday: 12–4PM, Friday: 12–4PM, Saturday: Closed",,,Full-Service Salon,,5.0,1.0,Active,False,2026-04-01,33.4121414,-104.5073645
Avalyn's Paw Spa,avalyn-s-paw-spa-taos-nm,"{""Service options"": {""Onsite services"": true}, ""Accessibility"": {""Wheelchair accessible parking lot"": true}}",1036 Reed St Suite B,Taos,New Mexico,87571,(575) 613-6188,https://localusa.net/explore/avalyns-paw-spa/,"https://www.google.com/maps/place/Avalyn%27s+Paw+Spa/@36.3835622,-105.5896617,14z/data=!4m8!1m2!2m1!1sAvalyn%27s+Paw+Spa!3m4!1s0x871764d28581fc55:0xdc6d89e938e2d29a!8m2!3d36.3835622!4d-105.5896617",https://lh3.googleusercontent.com/gps-cs-s/AHVAweq07FsclxylQrkZHxMCLkTS4-EDRIYvv_INZO9XFh7x2EoXgxTRyY6r8QSWpGerKZNqb-7hQKH52rhBxYa2K8NQkyTIVbVoBhebWTzaeWHUt-bxSkF-oGTRr8VobvgcsPwz9Nr_=w800-h500-k-no,"Sunday: Closed, Monday: 9AM–6PM, Tuesday: Closed, Wednesday: 9AM–6PM, Thursday: Closed, Friday: 9AM–6PM, Saturday: Closed",,,Full-Service Salon,,4.7,141.0,Active,False,2026-04-01,36.3835622,-105.5896617
Doggy Shop Grooming of Taos,doggy-shop-grooming-of-taos-taos-nm,"{""From the business"": {""Identifies as women-owned"": true}, ""Service options"": {""Onsite services"": true}, ""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true}, ""Other"": {""Identifies as women-owned"": true}}",1033 Paseo Del Pueblo Sur Suite G,Taos,New Mexico,87571,(575) 741-5352,https://rymap.org/business/doggy-shop-grooming-of-taos-f44b2e,"https://www.google.com/maps/place/Doggy+Shop+Grooming+of+Taos/@36.3835505,-105.58595609999999,14z/data=!4m8!1m2!2m1!1sDoggy+Shop+Grooming+of+Taos!3m4!1s0x871764cb11db6ba1:0x35674b193afd259a!8m2!3d36.3835505!4d-105.58595609999999",https://lh3.googleusercontent.com/gps-cs-s/AHVAwer-LQPZzZIjV4aPiYS1K1nMAO3ZlySoXwepaomRURphO2wz3825smZYdBO3_UisCz18VQfDo67AP0VM7An8TusA5vRDZI-8otZ-aiX1frvWBIKmN498Q14ovPAmdLtBJig6bQying=w800-h500-k-no,"Sunday: Closed, Monday: Closed, Tuesday: 9AM–4PM, Wednesday: Closed, Thursday: 9AM–4PM, Friday: 9AM–4PM, Saturday: Closed",,,Full-Service Salon,,4.6,101.0,Active,False,2026-04-01,36.3835505,-105.5859561
Lions Mane Grooming LLC,lions-mane-grooming-llc-tijeras-nm,"{""Crowd"": {""LGBTQ+ friendly"": true, ""Transgender safespace"": true}, ""Planning"": {""Accepts walk-ins"": true}, ""Parking"": {""Free parking lot"": true}, ""Other"": {""LGBTQ+ friendly"": true}}",1342 NM-333 Suite C,Tijeras,New Mexico,87059,(505) 657-4996,http://www.lionsmanedoggrooming.com/,"https://www.google.com/maps/place/Lions+Mane+Grooming+LLC/@35.0915744,-106.26790469999999,14z/data=!4m8!1m2!2m1!1sLions+Mane+Grooming+LLC!3m4!1s0x8718bd366f3bc41b:0xa7d515ca20d838b!8m2!3d35.0915744!4d-106.26790469999999",https://lh3.googleusercontent.com/gps-cs-s/AHVAweq2FwS2izqgVVHisEzxhu8jfFHDn26gBu92IrPMnZJ05em5op_INhjK232RKf11tqWUqALGpPli1bwoNAe5_5TtuphxfQq7St2t785sfHT8A3ht5aq1x1A8ry2qtd5mp9AhmUJXKcn8cB2G=w800-h500-k-no,,,,Full-Service Salon,,5.0,5.0,Active,False,2026-04-01,35.0915744,-106.2679047
Austina's Pet Grooming,austina-s-pet-grooming-taos-nm,"{""Service options"": {""Onsite services"": true}, ""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true}}",204 B Paseo Del Cañon E,Taos,New Mexico,87571,(575) 779-8566,https://cmew.net/explore/austinas-pet-grooming/,"https://www.google.com/maps/place/Austina%27s+Pet+Grooming/@36.3777324,-105.5870144,14z/data=!4m8!1m2!2m1!1sAustina%27s+Pet+Grooming!3m4!1s0x871765f81a0e7c5d:0x4087296186859726!8m2!3d36.3777324!4d-105.5870144",https://lh3.googleusercontent.com/gps-cs-s/AHVAwepfhxAPrXpd_-RpVy0O3TLaU7Rold6EaSzlZeScrsQfIF162TZ7iN51gWEmZSS8lkXWKFExerxI0KlCR_eG0jNcBKh2jtbhIFPb1yIAlducKlcMs4PBb659pQuf1BH53NY1BqeDgw=w800-h500-k-no,"Sunday: Closed, Monday: 9AM–4PM, Tuesday: 9AM–4PM, Wednesday: 9AM–4PM, Thursday: 9AM–4PM, Friday: 9AM–4PM, Saturday: Closed",,,Full-Service Salon,,5.0,38.0,Active,False,2026-04-01,36.3777324,-105.5870144
Tails-a-wag'n,tails-a-wag-n-north-bergen-nj,"{""Service options"": {""Onsite services"": true}, ""Accessibility"": {""Wheelchair accessible entrance"": false, ""Wheelchair accessible parking lot"": false}, ""Payments"": {""Credit cards"": true}}",506 73rd St,North Bergen,New Jersey,7047,(201) 868-6711,http://tailsawagn.com/,"https://www.google.com/maps/place/Tails-a-wag%27n/@40.7981039,-74.0096192,14z/data=!4m8!1m2!2m1!1sTails-a-wag%27n!3m4!1s0x89c2580a7eb6fe75:0x578c20ac9a4d58f9!8m2!3d40.7981039!4d-74.0096192",https://lh3.googleusercontent.com/gps-cs-s/AHVAwercT5jFWcxhDGpenH39Srzbta7IxEBlLP0iUSEQbnsK858ZXcEH2cHrpJ3q90YFs6IqJbIzyAIkmNwi60T8YDJLxjZj5lf8w8EHdZI7Gx15CK8ARoSDEwApxnyUvx94BYeaIDXEEw=w800-h500-k-no,"Sunday: Closed, Monday: 9AM–6PM, Tuesday: 9AM–6PM, Wednesday: 9AM–6PM, Thursday: 9AM–6PM, Friday: 9AM–6PM, Saturday: 9AM–6PM",,,Full-Service Salon,,4.7,67.0,Active,False,2026-04-01,40.7981039,-74.0096192
"Wet Dog Mobile Pet Grooming, LLC",wet-dog-mobile-pet-grooming-llc-las-cruces-nm,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}, ""Payments"": {""Credit cards"": true}}",971 Sand Hill Rd,Las Cruces,New Mexico,88012,(575) 993-0379,http://wetdogmobilepetgrooming.weebly.com/,"https://www.google.com/maps/place/Wet+Dog+Mobile+Pet+Grooming%2C+LLC/@32.381412399999995,-106.79019459999999,14z/data=!4m8!1m2!2m1!1sWet+Dog+Mobile+Pet+Grooming%2C+LLC!3m4!1s0x86de146aaaaaaaab:0x7dfdbbeacf1ec59a!8m2!3d32.381412399999995!4d-106.79019459999999",https://lh3.googleusercontent.com/gps-cs-s/AHVAweqzybsVYAcii9s3GliAcQrMy0sZfaPQS6-phnqYg0yHDyWBFF0dSUZXnvH8SiTuWceRgI252BkWOCI-TmjkMJmUz9b8_p45Pt-ohtADh5eIKTDaBEp-wjiAjb1agx5PTdNY76YrdA=w800-h500-k-no,,,Mobile Grooming,Mobile Grooming,,3.8,69.0,Active,False,2026-04-01,32.38141239999999,-106.7901946
Precision Groomers,precision-groomers-las-cruces-nm,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}}",1700 E Amador Ave STE A,Las Cruces,New Mexico,88001,(575) 523-6500,https://www.facebook.com/Precision-Groomers-637957943027878/,"https://www.google.com/maps/place/Precision+Groomers/@32.3107415,-106.76034329999999,14z/data=!4m8!1m2!2m1!1sPrecision+Groomers!3m4!1s0x86de3d7b6788db37:0xad2f83f963c1d13b!8m2!3d32.3107415!4d-106.76034329999999",https://lh3.googleusercontent.com/gps-cs-s/AHVAweoZCorS4FrmwzJjBsRWfZzmkBt4OZa7uvV9hWp9vgB6ihsij_yhkEmuL1H1mXc9TAy3NDW3kXKxW_T-edcHf2pmKzPtCOCr4s4_UJZmBOiOx1c3b5yXnBtoXoR0cw-EYqUUiVSkBzARYlcP=w800-h500-k-no,"Sunday: Closed, Monday: 8AM–5PM, Tuesday: 8AM–5PM, Wednesday: 8AM–5PM, Thursday: 8AM–5PM, Friday: 8AM–5PM, Saturday: 8AM–2PM",,,Full-Service Salon,,4.7,137.0,Active,False,2026-04-01,32.3107415,-106.7603433
Your Pet Space,your-pet-space-las-cruces-nm,"{""From the business"": {""Identifies as veteran-owned"": true, ""Identifies as women-owned"": true}, ""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}, ""Other"": {""Identifies as veteran-owned"": true, ""Identifies as women-owned"": true}}",2601 W Hadley Ave,Las Cruces,New Mexico,88007,(575) 652-4404,http://www.yourpetspace.com/,"https://www.google.com/maps/place/Your+Pet+Space/@32.3042337,-106.8110512,14z/data=!4m8!1m2!2m1!1sYour+Pet+Space!3m4!1s0x86de3e165171caa1:0x4e5b53a0be61d6ea!8m2!3d32.3042337!4d-106.8110512",https://lh3.googleusercontent.com/gps-cs-s/AHVAweoZXJhMGR1LQ-70GQfwN5ddvH4YVm5Hv48ME5msZvMOa3pT2aeJzoY8ECM9HdPb-SJjUg7PlLCxv0Qf_Rqn4yYaPgnV9YYVZ33oMdiIc_5LPX7cTdv6nLNhqUBLzop0Si9M4nTE=w800-h500-k-no,"Sunday: 7AM–12PM, Monday: 7AM–7PM, Tuesday: 7AM–7PM, Wednesday: 7AM–7PM, Thursday: 7AM–7PM, Friday: 7AM–7PM, Saturday: 7AM–7PM",,,Pet Spa,,4.5,123.0,Active,False,2026-04-01,32.3042337,-106.8110512
Mesilla Valley Pet,mesilla-valley-pet-las-cruces-nm,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}}",2500 W Amador Ave,Las Cruces,New Mexico,88005,,https://localusa.net/explore/mesilla-valley-pet/,"https://www.google.com/maps/place/Mesilla+Valley+Pet/@32.2981414,-106.8090515,14z/data=!4m8!1m2!2m1!1sMesilla+Valley+Pet!3m4!1s0x86de3df8807e4cad:0xb9b8f7d38b7c337c!8m2!3d32.2981414!4d-106.8090515",https://lh3.googleusercontent.com/gps-cs-s/AHVAweqCUKo7DzqWFZmFPxFmFaFyHKYAnajdB5kzmulBqmTluvGGr84v708HtqCEOObiZgv9ZD8jiAYr7DP65Esae1_wvbA0Vus-5oUk8MCNzbmYqbGOHHF2vdEfDBBtghpOaP7skiF_=w800-h500-k-no,"Sunday: Closed, Monday: 7AM–5PM, Tuesday: 7AM–5PM, Wednesday: 7AM–5PM, Thursday: 7AM–5PM, Friday: 7AM–5PM, Saturday: Closed",,,Pet Store with Grooming,,4.2,108.0,Active,False,2026-04-01,32.2981414,-106.8090515
"Desert Sun Pet Styling,LLC",desert-sun-pet-styling-llc-las-cruces-nm,"{""From the business"": {""Identifies as women-owned"": true}, ""Accessibility"": {""Wheelchair accessible parking lot"": true}, ""Other"": {""Identifies as women-owned"": true}}",1215 Arnold Palmer Ct,Las Cruces,New Mexico,88005,(575) 740-4289,https://www.facebook.com/desertsungrooming/,"https://www.google.com/maps/place/Desert+Sun+Pet+Styling%2CLLC/@32.3234421,-106.786816,14z/data=!4m8!1m2!2m1!1sDesert+Sun+Pet+Styling%2CLLC!3m4!1s0x86de3d04b0825f5b:0x7a445c515587afd5!8m2!3d32.3234421!4d-106.786816",https://lh3.googleusercontent.com/gps-cs-s/AHVAwerO-1Yr9Ld-URQH_S0C_9sz9nc5EjBdHHFubuygkgdnN7m1cRinpjlTETIdr4lCrAtSJVC6Z3hKrsP1ShEtEDGCOPdx3rXjKYdu1xaXSxyeOkoRjvWhgeivYIPncfb9bnBLREfV=w800-h500-k-no,"Sunday: Closed, Monday: 9AM–5PM, Tuesday: 9AM–5PM, Wednesday: 9AM–5PM, Thursday: 9AM–5PM, Friday: 9AM–5PM, Saturday: Closed",,,Full-Service Salon,,5.0,1.0,Active,False,2026-04-01,32.3234421,-106.786816
Petco Grooming,petco-grooming-las-cruces-nm,"{""Service options"": {""Onsite services"": true}, ""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}, ""Crowd"": {""LGBTQ+ friendly"": true, ""Transgender safespace"": true}, ""Planning"": {""Accepts walk-ins"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Other"": {""LGBTQ+ friendly"": true}}",3050 E Lohman Ave D Bldg D,Las Cruces,New Mexico,88011,(575) 532-5200,https://stores.petco.com/nm/lascruces/full-service-grooming-lascruces-nm-1106.html,"https://www.google.com/maps/place/Petco+Grooming/@32.315694199999996,-106.7411928,14z/data=!4m8!1m2!2m1!1sPetco+Grooming!3m4!1s0x86de3d5b779ca6cb:0x6f15fc7db8f2c2f!8m2!3d32.315694199999996!4d-106.7411928",https://lh3.googleusercontent.com/gps-cs-s/AHVAweqvyBOTyraEVtj5wv8MiEDyH7558IPASsQcEnkEVsNuU_VH4csO32DXzqEp1Ro5WC9TL1S4mqL_VUDcA_oRbDrQcyqAZ-hFHBs_Tl_i-JTnr_HPwvGdXbdXOM-8gMAhIBnJrx1PEA=w800-h500-k-no,"Sunday: 9AM–6PM, Monday: 8AM–6PM, Tuesday: 8AM–6PM, Wednesday: Closed, Thursday: 8AM–6PM, Friday: 8AM–6PM, Saturday: 8AM–6PM",,,Pet Store with Grooming,,4.8,99.0,Active,False,2026-04-01,32.3156942,-106.7411928
Oh My Dog! Las Cruces,oh-my-dog-las-cruces-las-cruces-nm,"{""From the business"": {""Identifies as women-owned"": true}, ""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true}, ""Other"": {""Identifies as women-owned"": true}}",590 S Solano Dr Ste E,Las Cruces,New Mexico,88001,(915) 222-8362,https://www.instagram.com/ohmydog.petgrooming%3Figsh%3DMTVzMjV1czA0bzZ3bA%253D%253D%26utm_source%3Dqr,"https://www.google.com/maps/place/Oh+My+Dog%21+Las+Cruces/@32.3080121,-106.7651721,14z/data=!4m8!1m2!2m1!1sOh+My+Dog%21+Las+Cruces!3m4!1s0x86de3d56bdf90139:0x79d941f320022ca0!8m2!3d32.3080121!4d-106.7651721",https://lh3.googleusercontent.com/gps-cs-s/AHVAweqSoBNeZChabUwJyamVn-Gw83mKCLwfHX5A5MYnIvtp20QUsTjy1OGjRrtYAPLWq7RHOl2kALfEAJ84BXq-VQeMnm4aeQirlEw1W2F9O9UoNwqy8RUPMPpZl7guoOYWNDzbM3UP=w800-h500-k-no,"Sunday: Closed, Monday: 9AM–2PM, Tuesday: 9AM–2PM, Wednesday: 9AM–2PM, Thursday: 9AM–2PM, Friday: 9AM–2PM, Saturday: 9AM–2PM",,,Full-Service Salon,,5.0,17.0,Active,False,2026-04-01,32.3080121,-106.7651721
Pampered Pooch LLC,pampered-pooch-llc-las-cruces-nm,"{""From the business"": {""Identifies as women-owned"": true}, ""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}, ""Payments"": {""Debit cards"": true, ""NFC mobile payments"": true, ""Credit cards"": true}, ""Other"": {""Identifies as women-owned"": true}}",1675 Don Roser Dr suite C,Las Cruces,New Mexico,88011,(575) 636-0081,http://facebook.com/pamperedpoochlc,"https://www.google.com/maps/place/Pampered+Pooch+LLC/@32.299661799999996,-106.7415937,14z/data=!4m8!1m2!2m1!1sPampered+Pooch+LLC!3m4!1s0x86de17acc81babe3:0xdafd130ff4e737a6!8m2!3d32.299661799999996!4d-106.7415937",https://lh3.googleusercontent.com/gps-cs-s/AHVAwepBPyeBynyBfHxYJmrLouWAJO7wF5VLb7rpw689BdpBd7ahwrZM-0X9kv15nsZb6aCNxUY0cgrnHpYqJQJiyS_MnQZtQKosgRvKTveS5AvPdsWYaYgu91M9PIVxbAfaxihIt1OmoQUFnNA=w800-h500-k-no,,,,Pet Spa,,4.6,58.0,Active,False,2026-04-01,32.2996618,-106.7415937
"The Cat Box, LLC",the-cat-box-llc-las-cruces-nm,Looking for a professional cat groomer? Look no further! The Cat Box offers expert cat grooming services to keep your feline friend looking purrfect.,1800 N Solano Dr Suite B,Las Cruces,New Mexico,88001,(575) 339-3958,https://thecatboxnm.com/,"https://www.google.com/maps/place/The+Cat+Box%2C+LLC/@32.3255392,-106.7765172,14z/data=!4m8!1m2!2m1!1sThe+Cat+Box%2C+LLC!3m4!1s0x86de3d57026442d7:0x308ac273fea570ae!8m2!3d32.3255392!4d-106.7765172",https://lh3.googleusercontent.com/gps-cs-s/AHVAweqSUol6siRhLBlrHaS9rmAtTBtBI6KCiNeeQ8mAOyTHDDRilDulGdOlVhPFgOIJi3vWVM2krn4NclpFMLgOuWiAdce6YOHJi9wdKq_3ZnrZszBOemm5bWin9atGgPzW8yxC8F6i=w800-h500-k-no,"Sunday: Closed, Monday: 8AM–3PM, Tuesday: 8AM–3PM, Wednesday: 8AM–3PM, Thursday: 8AM–3PM, Friday: Closed, Saturday: Closed",Cat Grooming,Cat Grooming,Full-Service Salon,,5.0,58.0,Active,False,2026-04-01,32.3255392,-106.7765172
PRIDE&GROOM (Pet Grooming),pride-groom-pet-grooming-las-cruces-nm,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true}}",1625 S Main St #1c,Las Cruces,New Mexico,88005,(575) 201-8789,http://www.facebook.com/lcprideandgroom,"https://www.google.com/maps/place/PRIDE%26GROOM+%28Pet+Grooming%29/@32.2947266,-106.7786782,14z/data=!4m8!1m2!2m1!1sPRIDE%26GROOM+%28Pet+Grooming%29!3m4!1s0x86de162eef99d0b3:0x4be5f846e82ce5b3!8m2!3d32.2947266!4d-106.7786782",https://lh3.googleusercontent.com/gps-cs-s/AHVAweqvwS0SdG6k9gra-tljKiy911XVOg1F-zVV3ZggkwpmZtdE0LCF8xOdLOrPP9ich0B6KJWnkklTnlcrCfoPW9_7ftnMJvA0h59O3ccu6qfG1b7COoEYvMBufzUE-BgCGOBWI1M74RUNyKvl=w800-h500-k-no,"Sunday: Closed, Monday: Closed, Tuesday: 8AM–4PM, Wednesday: 8AM–4PM, Thursday: 8AM–4PM, Friday: 8AM–4PM, Saturday: 8AM–2PM",,,Full-Service Salon,,4.6,126.0,Active,False,2026-04-01,32.2947266,-106.7786782
The DOGHOUSE,the-doghouse-las-cruces-nm,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true}}",1350 Chaparro St,Las Cruces,New Mexico,88001,(575) 680-5758,https://localusa.net/explore/the-doghouse/,"https://www.google.com/maps/place/The+DOGHOUSE/@32.298377099999996,-106.76322689999999,14z/data=!4m8!1m2!2m1!1sThe+DOGHOUSE!3m4!1s0x86de17d1360fc1c1:0x2313d078a42c33e6!8m2!3d32.298377099999996!4d-106.76322689999999",https://lh3.googleusercontent.com/gps-cs-s/AHVAweoIE2wfyrKYCRIlunOlFluidO8MhZHT28UHY-G3UAGo8eQm2vyjdBOROjNlCQl66bp-HDpWRvQgFl4tmLSbORDGKxOcBNvJOktyRjTxqAVYDgdRYdd3-UvbzqVbuSdggU7mEts=w800-h500-k-no,"Sunday: Closed, Monday: Closed, Tuesday: 9AM–1PM, Wednesday: 9AM–1PM, Thursday: 9:30AM–2PM, Friday: 9AM–4PM, Saturday: 9:30AM–2PM",,,Full-Service Salon,,5.0,46.0,Active,False,2026-04-01,32.2983771,-106.7632269
PetSmart Grooming,petsmart-grooming-las-cruces-nm,"{""Service options"": {""Onsite services"": true}, ""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}}",2200 E Lohman Ave,Las Cruces,New Mexico,88001,(575) 523-1154,https://stores.petsmart.com/nm/las-cruces/las-cruces/grooming%3Futm_source%3Dgoogle%26utm_medium%3Dorganic%26utm_campaign%3Dgoogle-my-business,"https://www.google.com/maps/place/PetSmart+Grooming/@32.3121466,-106.75308969999999,14z/data=!4m8!1m2!2m1!1sPetSmart+Grooming!3m4!1s0x86de3dfde09a536f:0x76ddaecf785baade!8m2!3d32.3121466!4d-106.75308969999999",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=_JdiWb_HqWsgmvE39WgpzQ&cb_client=search.gws-prod.gps&w=800&h=500&yaw=23.662455&pitch=0&thumbfov=100,"Sunday: 10AM–6PM, Monday: 7AM–9PM, Tuesday: 7AM–9PM, Wednesday: 7AM–9PM, Thursday: 7AM–9PM, Friday: 7AM–9PM, Saturday: 7AM–9PM",Ear Cleaning,,Pet Store with Grooming,,5.0,3.0,Active,False,2026-04-01,32.3121466,-106.7530897
Doggy Shop Grooming,doggy-shop-grooming-las-cruces-nm,"{""Service options"": {""Onsite services"": true, ""Language assistance"": ""English, Spanish""}, ""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}}",1315 S Solano Dr A,Las Cruces,New Mexico,88001,(575) 232-9968,http://doggyshopgroom.com/,"https://www.google.com/maps/place/Doggy+Shop+Grooming/@32.298831199999995,-106.7616346,14z/data=!4m8!1m2!2m1!1sDoggy+Shop+Grooming!3m4!1s0x86de17d0d5008fa3:0xd3e04bf2933be89d!8m2!3d32.298831199999995!4d-106.7616346",https://lh3.googleusercontent.com/gps-cs-s/AHVAwerH20D0cBGDLfSnIG7APfpG6M6ryd01PgTGJR7isAVXte-4oHZ7rCpKQ87Qoe-3Ciiud2zwo5nO1F_t-b5JTODjYJ7qcVBcxgKxzDv4ZbIanGczLBkbsQQlITzSR1o6Ju84adhl=w800-h500-k-no,"Sunday: Closed, Monday: 8AM–4PM, Tuesday: 8AM–4PM, Wednesday: 8AM–4PM, Thursday: 8AM–4PM, Friday: 8AM–4PM, Saturday: 9AM–2PM",,,Full-Service Salon,,4.6,142.0,Active,False,2026-04-01,32.2988312,-106.7616346
Pet Planet Hotel and Day Camp,pet-planet-hotel-and-day-camp-las-cruces-nm,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}}",971 Sandcastle Ave,Las Cruces,New Mexico,88012,(575) 528-8180,http://www.petplanetcomplex.com/,"https://www.google.com/maps/place/Pet+Planet+Hotel+and+Day+Camp/@32.368446999999996,-106.7821306,14z/data=!4m8!1m2!2m1!1sPet+Planet+Hotel+and+Day+Camp!3m4!1s0x86de3c67e4b73e59:0x4256e0143233a8b!8m2!3d32.368446999999996!4d-106.7821306",https://lh3.googleusercontent.com/gps-cs-s/AHVAweq14eXziPXoe6lj4Yk5dU3Cr0YF0-BG-COFINpGnbX5eJAZTX5u_N1k9zPQT_8ka6tB4gO4ilioHIw1YLh5JU8vIclNQiombC82h8Ejswojftfu3kfu97qGSzUgYCYPJGaGxyg=w800-h500-k-no,"Sunday: 3–5PM, Monday: 7AM–7PM, Tuesday: 7AM–7PM, Wednesday: 7AM–7PM, Thursday: 7AM–7PM, Friday: 7AM–7PM, Saturday: 7AM–3PM",,,Full-Service Salon,,4.3,183.0,Active,False,2026-04-01,32.368447,-106.7821306
MJ Grooming,mj-grooming-las-cruces-nm,"{""Parking"": {""Free parking lot"": true}}",1932 Bentley Dr,Las Cruces,New Mexico,88001,(575) 993-0118,https://mjgrooming.weebly.com/,"https://www.google.com/maps/place/MJ+Grooming/@32.341009299999996,-106.77032059999999,14z/data=!4m8!1m2!2m1!1sMJ+Grooming!3m4!1s0x86de3dc3afd01d4f:0xb08b0a3b98ca3051!8m2!3d32.341009299999996!4d-106.77032059999999",https://lh3.googleusercontent.com/gps-cs-s/AHVAwepxLLol5p_KYoPwyDXJpiKUSLmMEF6nPR3REZ-ZnihWiUoPyLb_-_826u_Bz9OuXdDk_viDpGWR4HtufhMWpil0IPkeDVpNyISgY2nTH1WFJdD39FL8WawZKlvRgHF8atuOUCRS-zmDnHgs=w800-h500-k-no,"Sunday: Closed, Monday: 11AM–7PM, Tuesday: 11AM–7PM, Wednesday: 11AM–7PM, Thursday: 11AM–7PM, Friday: 11AM–7PM, Saturday: 11AM–7PM",,,Full-Service Salon,,,,Active,False,2026-04-01,32.3410093,-106.7703206
Unleashed,unleashed-el-prado-nm,"{""Accessibility"": {""Wheelchair accessible parking lot"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true}}",98 NM-150 Unit 5,El Prado,New Mexico,87529,(575) 613-7344,https://m.facebook.com/unleashedtaospets/,"https://www.google.com/maps/place/Unleashed/@36.4704659,-105.5944536,14z/data=!4m8!1m2!2m1!1sUnleashed!3m4!1s0x87176fd7d62a2207:0x751b535df2f1d7!8m2!3d36.4704659!4d-105.5944536",https://lh3.googleusercontent.com/gps-cs-s/AHVAwepfKuHNKdf4euuWq3yQAH00_197mUw79cGPW0kPZ4dln5k9Ih4mhqMPTS9cAxVYJk4LQ_Ej48GyEULwtQf1R--lcWKmYAvirUzXMaL4GMNisUasBu3mIPJhhkzTudlapHXUeW4DWA=w800-h500-k-no,"Sunday: Closed, Monday: 9AM–4:30PM, Tuesday: 9AM–4:30PM, Wednesday: 9AM–4:30PM, Thursday: 9AM–4:30PM, Friday: 9AM–4:30PM, Saturday: 9AM–4PM",,,Full-Service Salon,,4.9,52.0,Active,False,2026-04-01,36.4704659,-105.5944536
