Name,Slug,Description,Address,City,State,Zip,Phone,Website URL,Google Maps URL,Photo URL,Hours,Services,Specialties,Type,Price Range,Rating,Review Count,Status,Featured,Date Added,Latitude,Longitude
The Pampered Pooch,the-pampered-pooch-weiser-id,"{""From the business"": {""Identifies as women-owned"": true}, ""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true}, ""Other"": {""Identifies as women-owned"": true}}",433 State St,Weiser,Idaho,83672,(208) 739-7090,https://m.facebook.com/thepamperedpoochidaho,"https://www.google.com/maps/place/The+Pampered+Pooch/@44.246034099999996,-116.970298,14z/data=!4m8!1m2!2m1!1sThe+Pampered+Pooch!3m4!1s0x54a5793a49c62c4b:0x331906a622c633e7!8m2!3d44.246034099999996!4d-116.970298",https://lh3.googleusercontent.com/gps-cs-s/AHVAweqIvqelfEzdhglWB1IGNZItYniplgGkIRMLGjibS4mMo4TPFY_LWWNXSbRPTbmXrRgwfHnwAMGFHzO96DQfFC9g5N0SOZkVZMVEihsf9Z59DN2nBCtRUddor3CqgWGmxnCNgdFxLFI730Z0=w800-h500-k-no,"Monday: Closed, Tuesday: 10AM–5PM, Wednesday: 10AM–5PM, Thursday: 10AM–5PM, Friday: 10AM–5PM, Saturday: 11AM–2PM, Sunday: Closed",,,Pet Store with Grooming,,4.5,53.0,Active,False,2026-04-01,44.2460341,-116.970298
Petco Grooming,petco-grooming-boise-id,"{""Service options"": {""Onsite services"": true}, ""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}, ""Crowd"": {""LGBTQ+ friendly"": true, ""Transgender safespace"": true}, ""Planning"": {""Accepts walk-ins"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Other"": {""LGBTQ+ friendly"": true}}",3548 S Findley Ave,Boise,Idaho,83705,(208) 344-1651,https://stores.petco.com/id/boise/full-service-grooming-boise-id-1205.html,"https://www.google.com/maps/place/Petco+Grooming/@43.5696629,-116.18813639999999,14z/data=!4m8!1m2!2m1!1sPetco+Grooming!3m4!1s0x54aef95924e6bd4f:0x50748b857587bef2!8m2!3d43.5696629!4d-116.18813639999999",https://lh3.googleusercontent.com/gps-cs-s/AHVAweoTadCu9W_BtF0weWYuE6rciDoj1y_96OdaRmum5G7hj8d6tLZyNR2Ox8SDfQrkW7byYY4XyrLt3V1n44AZDDcPmsA92gDFlrwIE6kIV5kSXxsRiKf5VHoiBi5SezA1lqsFnETddyWvNNyR=w800-h500-k-no,"Monday: 8AM–7PM, Tuesday: 8AM–7PM, Wednesday: 8AM–7PM, Thursday: 8AM–7PM, Friday: 8AM–7PM, Saturday: 8AM–7PM, Sunday: 8AM–6PM",,,Pet Store with Grooming,,4.8,80.0,Active,False,2026-04-01,43.5696629,-116.1881364
Sunshine Shears Pet Grooming LLC,sunshine-shears-pet-grooming-llc-boise-id,"{""From the business"": {""Identifies as women-owned"": true}, ""Accessibility"": {""Wheelchair accessible parking lot"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true}, ""Parking"": {""Free parking lot"": true}, ""Other"": {""Identifies as women-owned"": true}}",2749 S Broadway Ave,Boise,Idaho,83706,(208) 999-0210,https://sunshineshears.square.site/,"https://www.google.com/maps/place/Sunshine+Shears+Pet+Grooming+LLC/@43.577217399999995,-116.19376159999999,14z/data=!4m8!1m2!2m1!1sSunshine+Shears+Pet+Grooming+LLC!3m4!1s0x54aef94ec2972d67:0xd96b756a776f725e!8m2!3d43.577217399999995!4d-116.19376159999999",https://lh3.googleusercontent.com/gps-cs-s/AHVAweovjlmlDaJkYLoqdkH56-JPY5cJpMjxYEul5S7axnJFTjk_9qduEMqbg-oL2xGWQrdNk2wbfQuDxmKIbNAIou2grr3pEvFYoYOLviDRQvysrab8tO1r_a8zqa30t7nYWVQ6z6eMYKuPH0TA=w800-h500-k-no,"Monday: Closed, Tuesday: 7:30AM–2:30PM, Wednesday: 7:30AM–2:30PM, Thursday: 7:30AM–2:30PM, Friday: 7:30AM–2:30PM, Saturday: Closed, Sunday: Closed",,,Full-Service Salon,,5.0,10.0,Active,False,2026-04-01,43.57721739999999,-116.1937616
"Tender, Love and Care Pet Salon, LLC",tender-love-and-care-pet-salon-llc-boise-id,"{""From the business"": {""Identifies as women-owned"": true}, ""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}, ""Crowd"": {""LGBTQ+ friendly"": true, ""Transgender safespace"": true}, ""Other"": {""LGBTQ+ friendly"": true, ""Identifies as women-owned"": true}}",2285 Knollcrest Cir,Boise,Idaho,83709,(208) 570-8384,https://tenderloveandcarepetsalon.com/,"https://www.google.com/maps/place/Tender%2C+Love+and+Care+Pet+Salon%2C+LLC/@43.581976,-116.2833904,14z/data=!4m8!1m2!2m1!1sTender%2C+Love+and+Care+Pet+Salon%2C+LLC!3m4!1s0x54aeff3a79f7bd73:0x26b0c985e194a847!8m2!3d43.581976!4d-116.2833904",https://lh3.googleusercontent.com/gps-cs-s/AHVAwerbaQH4slXep-jeryPIt3RuJioKS0hrkZ6Wu_Q_2JB_ub82Dg2NTVbXWTeQiEap7JmVbmOog2BOGcluQdyiTnv5ruamz8Ti6uNb7SDmbI7de0Yo5tvNdZTa75-aVbbF9Zs-9Uxk5Q=w800-h500-k-no,"Monday: Closed, Tuesday: 10AM–7PM, Wednesday: 10AM–7PM, Thursday: 10AM–7PM, Friday: 10AM–7PM, Saturday: 10AM–7PM, Sunday: Closed",,,Full-Service Salon,,4.6,107.0,Active,False,2026-04-01,43.581976,-116.2833904
Scenthound Boise Northgate,scenthound-boise-northgate-boise-id,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}}",6978 W State St,Boise,Idaho,83703,(208) 715-5182,https://www.scenthound.com/boise-northgate,"https://www.google.com/maps/place/Scenthound+Boise+Northgate/@43.6671608,-116.27569039999999,14z/data=!4m8!1m2!2m1!1sScenthound+Boise+Northgate!3m4!1s0x54aeff2719615ab1:0xefd09adffe8ad017!8m2!3d43.6671608!4d-116.27569039999999",https://lh3.googleusercontent.com/gps-cs-s/AHVAwerRuzJQeY3NgM-fyd70IbhplZzkfhdqK-_u1e8UJLRNyXi-rskMQLtWDGLBpbH5_XT_DF6hVk001iN9VwvjAZRp4zk-j8F1PTg28Yd2CwwjFMheoxnsvGTDFK-wiaukBN8QpdgTrw=w800-h500-k-no,"Monday: 8AM–5PM, Tuesday: 8AM–5PM, Wednesday: 8AM–5PM, Thursday: 8AM–5PM, Friday: 8AM–5PM, Saturday: 8AM–5PM, Sunday: Closed",,,Full-Service Salon,,4.2,37.0,Active,False,2026-04-01,43.6671608,-116.2756904
Lucky Cat Grooming,lucky-cat-grooming-garden-city-id,"Professional cat grooming in Garden City, ID. Visit Lucky Cat Grooming at 94 E 49th St Suite D or call (208) 565-2055 for gentle, stress-free feline care!",94 E 49th St D,Garden City,Idaho,83714,(208) 565-2055,http://luckycatgrooming.com/,"https://www.google.com/maps/place/Lucky+Cat+Grooming/@43.641416799999995,-116.2641855,14z/data=!4m8!1m2!2m1!1sLucky+Cat+Grooming!3m4!1s0x54aeff00414cffdf:0x62e88c7fcb98d61c!8m2!3d43.641416799999995!4d-116.2641855",https://lh3.googleusercontent.com/gps-cs-s/AHVAweoDU4t7RagAAhDtBzWF4iFc1wtAXIHJy9-S0A03aPL9eG0A2-w1Oyl-XjQ0sQPyXXgt2BD87yMfrqkO0Rp2PUS9pe86Ryn_FdKUFHRPK8QP2U6pd9MCSGSjiEWy1lmGy92O3E6FleJhnL0O=w800-h500-k-no,"Monday: Closed, Tuesday: 8AM–4PM, Wednesday: 8AM–4PM, Thursday: 8AM–4PM, Friday: 8AM–4PM, Saturday: 8AM–4PM, Sunday: Closed",Cat Grooming,Cat Grooming,Full-Service Salon,,5.0,39.0,Active,False,2026-04-01,43.64141679999999,-116.2641855
Jersey City Paws,jersey-city-paws-jersey-city-nj,"{""Service options"": {""Onsite services"": true}, ""Accessibility"": {""Wheelchair accessible entrance"": false, ""Wheelchair accessible parking lot"": false}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}}",532 Liberty Ave,Jersey City,New Jersey,7307,(551) 689-9331,https://jcpaws.com/,"https://www.google.com/maps/place/Jersey+City+Paws/@40.7547798,-74.0534407,14z/data=!4m8!1m2!2m1!1sJersey+City+Paws!3m4!1s0x89c2576d531a8e71:0xeef50bacb167c2d0!8m2!3d40.7547798!4d-74.0534407",https://lh3.googleusercontent.com/gps-cs-s/AHVAweq_Bdha_4JMQrg7yEcw_STIVsMnuysBbU60o2Jv7wECkSGFqAJmUdPfXlz55IO3svskUh2meokNdl3qT6mgQY3pZbN-9wGwNz_QqA8TUei4kMftTqkNp3O6ZI0V7MN6KzIteIn2=w800-h500-k-no,"Monday: 9AM–5PM, Tuesday: 9AM–5PM, Wednesday: 9AM–5PM, Thursday: 9AM–5PM, Friday: 9AM–5PM, Saturday: 9AM–5PM, Sunday: Closed",,,Full-Service Salon,,4.8,325.0,Active,False,2026-04-01,40.7547798,-74.0534407
Ruff to Fluff Bar Jersey City,ruff-to-fluff-bar-jersey-city-jersey-city-nj,"Ruff to Fluff Doggie Bar in Jersey City and Montclair, New Jersey. Baths + Blowouts for your Dog. Open concept salon where owners can choose to wait while their dog is getting groomed.",580 Palisade Ave,Jersey City,New Jersey,7307,(888) 738-9993,https://rufftofluffbar.com/,"https://www.google.com/maps/place/Ruff+to+Fluff+Bar+Jersey+City/@40.748183999999995,-74.041333,14z/data=!4m8!1m2!2m1!1sRuff+to+Fluff+Bar+Jersey+City!3m4!1s0x89c257bed6fe24a9:0x8c1c3c72b66f269c!8m2!3d40.748183999999995!4d-74.041333",https://lh3.googleusercontent.com/gps-cs-s/AHVAwepjTv54XrWdzbKN2oRrg9akf3WZYZYF4cvtiNXpzFHg2Nb33TPEQ6-065FLGg2utUJYUPZz_ZWZkHgugFjfL8GTahcAJIpkS27w3GXsR6-9bQrXnMXr70SFGCGFUv5fY38VFfgU=w800-h500-k-no,"Monday: 9AM–7PM, Tuesday: 9AM–7PM, Wednesday: 9AM–7PM, Thursday: 9AM–7PM, Friday: 9AM–7PM, Saturday: 9AM–5PM, Sunday: Closed",,,Full-Service Salon,,4.8,67.0,Active,False,2026-04-01,40.74818399999999,-74.041333
Tails-a-wag'n,tails-a-wag-n-north-bergen-nj,"{""Service options"": {""Onsite services"": true}, ""Accessibility"": {""Wheelchair accessible entrance"": false, ""Wheelchair accessible parking lot"": false}, ""Payments"": {""Credit cards"": true}}",506 73rd St,North Bergen,New Jersey,7047,(201) 868-6711,http://tailsawagn.com/,"https://www.google.com/maps/place/Tails-a-wag%27n/@40.7981039,-74.0096192,14z/data=!4m8!1m2!2m1!1sTails-a-wag%27n!3m4!1s0x89c2580a7eb6fe75:0x578c20ac9a4d58f9!8m2!3d40.7981039!4d-74.0096192",https://lh3.googleusercontent.com/gps-cs-s/AHVAweoToVdaz-7DgS8-Ztg-G2vvraVhHlWrI_-ZMb5-UbcfRa_7m0Yx0cmhU8Nlji620MDTKET7nq5PkGaSgBCcju1BEMaoR7WTxLHWaU6sueg2Niepqxy09Upot-VE-NkKWR-JNRWXr_KCrS4=w800-h500-k-no,"Monday: 9AM–6PM, Tuesday: 9AM–6PM, Wednesday: 9AM–6PM, Thursday: 9AM–6PM, Friday: 9AM–6PM, Saturday: 9AM–6PM, Sunday: Closed",,,Full-Service Salon,,4.7,67.0,Active,False,2026-04-01,40.7981039,-74.0096192
Woof Gang Bakery & Grooming Edgewater,woof-gang-bakery-grooming-edgewater-edgewater-nj,Woof Gang Grooming is the ultimate retreat for the pampered pet. Make an appointment for your furry family member today!,30 The Promenade,Edgewater,New Jersey,7020,(201) 877-4880,http://woofgangbakery.com/pages/locations/edgewater,"https://www.google.com/maps/place/Woof+Gang+Bakery+%26+Grooming+Edgewater/@40.8069717,-73.9896488,14z/data=!4m8!1m2!2m1!1sWoof+Gang+Bakery+%26+Grooming+Edgewater!3m4!1s0x89c2f714f13f0dbd:0xa967608ccb70d27a!8m2!3d40.8069717!4d-73.9896488",https://lh3.googleusercontent.com/gps-cs-s/AHVAwepXPM9XOTkdodr5lcx79-eGtOXp7cJ7v5TMICVrXZh3wz53j05YM50i_2IaOHbUSbfuc69EYTvrqfgmkUlzM3qjmtpDlg5ke5D_uQoPPRZiT_8ZVCWANz19_g0UIW2ceSNNOWDLXL0MFSDN=w800-h500-k-no,"Monday: 9AM–6PM, Tuesday: 9AM–6PM, Wednesday: 9AM–6PM, Thursday: 9AM–6PM, Friday: 9AM–6PM, Saturday: 9AM–6PM, Sunday: Closed",,,Pet Store with Grooming,,4.8,107.0,Active,False,2026-04-01,40.8069717,-73.9896488
Animaland Grooming Salon #2,animaland-grooming-salon-2-north-bergen-nj,"{""Service options"": {""Language assistance"": ""English, Spanish""}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true}, ""Parking"": {""Free parking lot"": true, ""On-site parking"": true}}","Animaland grooming salón, 8101 Tonnelle Ave",North Bergen,New Jersey,7047,(201) 985-7753,https://animalandgroomingsalon.com/,"https://www.google.com/maps/place/Animaland+Grooming+Salon+%232/@40.8083192,-74.0177101,14z/data=!4m8!1m2!2m1!1sAnimaland+Grooming+Salon+%232!3m4!1s0x89c2f7448b9133d5:0xb86fbd7afe8c92a2!8m2!3d40.8083192!4d-74.0177101",https://lh3.googleusercontent.com/gps-cs-s/AHVAweqrCCNAYJEBjx783l82i1b96VBbQsA8COSec9n1em2Y1Auf4lJVreNJCraBdMGuiOsrur9TouGd2XxBeDuuYGmrAr9-e8k_NAoHLbzuWQOomI5tGFbTQ7PVlnWf923xLWL8svmRf2Bezw0=w800-h500-k-no,"Monday: 10AM–7PM, Tuesday: 10AM–5PM, Wednesday: 10AM–7PM, Thursday: 10AM–7PM, Friday: 10AM–7PM, Saturday: 10AM–7PM, Sunday: 10AM–7PM",,,Full-Service Salon,,4.8,26.0,Active,False,2026-04-01,40.8083192,-74.0177101
Bark Avenue Groomers,bark-avenue-groomers-weehawken-township-nj,"Pet grooming salon that is unique, open concept , cage free , they can roam around, play with other dogs , if they are shy or not neutered we have a playpen.Bark Avenue groomers",4600 Park Ave,Weehawken Township,New Jersey,7086,(201) 499-4200,http://www.barkavenuegroomer.com/,"https://www.google.com/maps/place/Bark+Avenue+Groomers/@40.777938999999996,-74.01695,14z/data=!4m8!1m2!2m1!1sBark+Avenue+Groomers!3m4!1s0x89c2598d6ae2e897:0x5374e9a156af5274!8m2!3d40.777938999999996!4d-74.01695",https://lh3.googleusercontent.com/gps-cs-s/AHVAwepgV8ZpLYbFpzoCnT_dwhgyhln4gHsi1AI4HIEQ_ZuDw8LzAJ3OIRl10j_hHm116zeA2ladh_cZFfqYuFqf2r4vleKMoQO1e7g_wg6S1EefMLfiLnFJqSBiA8u2XxdwE_-dqQMM=w800-h500-k-no,"Monday: Closed, Tuesday: 9AM–6PM, Wednesday: 9AM–6PM, Thursday: 9AM–6PM, Friday: 9AM–6PM, Saturday: 9AM–5PM, Sunday: Closed",,,Full-Service Salon,,4.5,99.0,Active,False,2026-04-01,40.777939,-74.01695
ANIMALAND GROOMING SALON,animaland-grooming-salon-union-city-nj,"{""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}}",412 36th St,Union City,New Jersey,7087,(732) 217-5862,https://animalandgroomingsalon.com/,"https://www.google.com/maps/place/ANIMALAND+GROOMING+SALON/@40.7739416,-74.0270516,14z/data=!4m8!1m2!2m1!1sANIMALAND+GROOMING+SALON!3m4!1s0x89c2595c9b378759:0xb601444f111a3e!8m2!3d40.7739416!4d-74.0270516",https://lh3.googleusercontent.com/gps-cs-s/AHVAwepZLRVOPdlfU2VPWatR8PTkR8f8mjiw1J04jovgnYnU15KoLVpM8_s-AYCyCf5lYHCYsmuq_Ybud4i5GarRLbQPjCKoSciNXxPLnmG73X8jTRjZMgXM60-lWg0eJ8Y0j9y7M6QDWKkdRcYJ=w800-h500-k-no,"Monday: 9AM–7PM, Tuesday: Closed, Wednesday: 9AM–7PM, Thursday: 9AM–7PM, Friday: 9AM–7PM, Saturday: 10AM–7PM, Sunday: 10AM–6PM",,,Full-Service Salon,,4.9,39.0,Active,False,2026-04-01,40.7739416,-74.0270516
Petco Grooming,petco-grooming-ponderay-id,"{""Service options"": {""Onsite services"": true}, ""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}, ""Crowd"": {""LGBTQ+ friendly"": true, ""Transgender safespace"": true}, ""Planning"": {""Accepts walk-ins"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Other"": {""LGBTQ+ friendly"": true}}",300 Bonner Mall Way Ste 120,Ponderay,Idaho,83852,(208) 255-2202,https://stores.petco.com/id/ponderay/full-service-grooming-ponderay-id-1277.html,"https://www.google.com/maps/place/Petco+Grooming/@48.3019312,-116.5429491,14z/data=!4m8!1m2!2m1!1sPetco+Grooming!3m4!1s0x5363d0d9688f7bcd:0xf4cc7763c825df6a!8m2!3d48.3019312!4d-116.5429491",https://lh3.googleusercontent.com/gps-cs-s/AHVAweoMttyo-SrcOTgvN30DyQpjeSzx2EMl461WJnl6ZIJZJdbuQzxVURQCphnhwEUi8NsA01UuufWQC9v3kNgVw7dbptHGmeeImBw4IVE-t6guRtrci7RcPB9KpjedqKMnLkkZYP-l=w800-h500-k-no,"Monday: 8AM–6PM, Tuesday: 8AM–6PM, Wednesday: 8AM–6PM, Thursday: 8AM–6PM, Friday: 8AM–6PM, Saturday: 8AM–6PM, Sunday: 9AM–6PM",,,Pet Store with Grooming,,4.6,45.0,Active,False,2026-04-01,48.3019312,-116.5429491
Luther’s Pooch Parlor Ponderay,luthers-pooch-parlor-ponderay-ponderay-id,"{""Service options"": {""Onsite services"": true}, ""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true}}",210 N Triangle Dr D,Ponderay,Idaho,83852,(208) 255-2699,http://lutherspoochparlor.com/,"https://www.google.com/maps/place/Luther%E2%80%99s+Pooch+Parlor+Ponderay/@48.306719199999996,-116.54051249999999,14z/data=!4m8!1m2!2m1!1sLuther%E2%80%99s+Pooch+Parlor+Ponderay!3m4!1s0x5363d0dec9b267ef:0x5ec6d598cb5081f4!8m2!3d48.306719199999996!4d-116.54051249999999",https://lh3.googleusercontent.com/gps-cs-s/AHVAwep91FzE5cT16heYBEwEZLJqruiF8j1lLJTfQ2Xgfjtc7Z_kuRF8pCTk_ugh7B6RG5BS7jHv1V1gz51-bZNTXKPuJSkdWd6ttFopzniuX43g3on7ZbvQ7Advwzzj8pjFVIGaSEg2SEs4y2w=w800-h500-k-no,"Monday: 8:30AM–3:30PM, Tuesday: 8:30AM–3:30PM, Wednesday: 8:30AM–3:30PM, Thursday: Closed, Friday: 8:30AM–3:30PM, Saturday: Closed, Sunday: Closed",,,Full-Service Salon,,4.6,85.0,Active,False,2026-04-01,48.3067192,-116.5405125
Pups (formerly Sydnee's),pups-formerly-sydnee-s-midvale-ut,"{""Service options"": {""Onsite services"": true}, ""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}}",7706 Union Park Ave,Midvale,Utah,84047,(385) 275-7973,https://booking.moego.pet/ol/Pups121972/book%3Futm_medium%3Dembed,"https://www.google.com/maps/place/Pups+%28formerly+Sydnee%27s%29/@40.6115694,-111.85514099999999,14z/data=!4m8!1m2!2m1!1sPups+%28formerly+Sydnee%27s%29!3m4!1s0x875263f9b44bb0b7:0xb59de823ec8522c8!8m2!3d40.6115694!4d-111.85514099999999",https://lh3.googleusercontent.com/gps-cs-s/AHVAweoTQkIodDWPBtPierewWF8h1LK1p0DX0oOiV4b-h03-lJK88LKjhc0Tv2vwYuAPDNb-kzxMfGSLqZeSJqaByX9gofsL2v9rC9bMwF6peBIen8I4ET3QATZQn5jKKokVcfS5jZwP=w800-h500-k-no,"Monday: Closed, Tuesday: 8AM–4:30PM, Wednesday: 8AM–4:30PM, Thursday: 8AM–4:30PM, Friday: 8AM–4:30PM, Saturday: 8AM–4:30PM, Sunday: Closed",,,Full-Service Salon,,4.6,29.0,Active,False,2026-04-01,40.6115694,-111.855141
Groom & Goods – Dog Grooming & Pet Supply | Cliffside Park,groom-goods-dog-grooming-pet-supply-cliffside-park-cliffside-park-nj,". Grooming goes beyond brushing and baths – ear care is a crucial, often overlooked part of keeping your dog healthy. Regular ear cleaning not only keeps infections at bay but also helps your dog feel comfortable and stay alert. Here’s why this small grooming step can make a big difference and why scheduling it regular",678 Anderson Ave,Cliffside Park,New Jersey,7010,(201) 375-6688,http://groomandgoods.com/,"https://www.google.com/maps/place/Groom+%26+Goods+%E2%80%93+Dog+Grooming+%26+Pet+Supply+%7C+Cliffside+Park/@40.8274677,-73.9867204,14z/data=!4m8!1m2!2m1!1sGroom+%26+Goods+%E2%80%93+Dog+Grooming+%26+Pet+Supply+%7C+Cliffside+Park!3m4!1s0x89c2f70c1ff8b821:0x28b02ca27a54d21d!8m2!3d40.8274677!4d-73.9867204",https://lh3.googleusercontent.com/gps-cs-s/AHVAweqvNcVMfSrAyqJ7lN84773oDvS-_Xc-_U7eJsLgfRAFaEqokcA-wHA9McwJzQaN44JW1dqtkoLXaMKtyemb9LlfI1ckIG5ncZ98I3Jot_mobp_Bt1Il4Xsj6tUUG_VLd_RzIRlBtp5EsYDZ=w800-h500-k-no,"Monday: 9AM–5PM, Tuesday: 9AM–5PM, Wednesday: 9AM–5PM, Thursday: 9AM–5PM, Friday: 9AM–5PM, Saturday: 9AM–5PM, Sunday: Closed",Ear Cleaning,,Pet Store with Grooming,,4.9,61.0,Active,False,2026-04-01,40.8274677,-73.9867204
J's Doggy Spa,j-s-doggy-spa-fort-lee-nj,"J's Doggy Spa offers a plethora of different dog grooming services which includes, full grooming, bath, and maintenance. There are highly specialized services catered to every unique dog breed and easy ways of communication with the owner in what you desire for your pet. Some of the 'extra' services offered on my site include special bath and 'spa' services",507 Main St Suite C,Fort Lee,New Jersey,7024,(201) 551-1888,https://www.jsdoggyspa.com/,"https://www.google.com/maps/place/J%27s+Doggy+Spa/@40.8561799,-73.97799599999999,14z/data=!4m8!1m2!2m1!1sJ%27s+Doggy+Spa!3m4!1s0x89c2f78cfe49127f:0xa4a9e7146fa8ba4a!8m2!3d40.8561799!4d-73.97799599999999",https://lh3.googleusercontent.com/gps-cs-s/AHVAwerXDujubhmGBq1X054QTgUxy2ru6pGE4iGfZP21oVcXKLtxg6QFAIej46X0-fc_v4W_IOH1yp6kYyA3o-I01N2q_WgsOiZbs9xozn2c2PiIvALmnX3pRzKTlhSTgcjuGZNOtHwtmA=w800-h500-k-no,"Monday: 9AM–6PM, Tuesday: Closed, Wednesday: Closed, Thursday: 9AM–6PM, Friday: 9AM–6PM, Saturday: 10AM–6PM, Sunday: 10AM–6PM",Full Grooming,,Full-Service Salon,,4.9,45.0,Active,False,2026-04-01,40.8561799,-73.97799599999999
Pet Story NY,pet-story-ny-fort-lee-nj,"{""Service options"": {""Onsite services"": true, ""Language assistance"": ""English""}, ""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true, ""Wheelchair accessible seating"": true, ""Wheelchair accessible restroom"": false}, ""Crowd"": {""LGBTQ+ friendly"": true}, ""Planning"": {""Accepts walk-ins"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Parking"": {""Free parking lot"": true, ""Free street parking"": true}, ""Other"": {""LGBTQ+ friendly"": true}}",1625 Lemoine Ave #1,Fort Lee,New Jersey,7024,(201) 969-1500,http://www.petstoryonline.com/,"https://www.google.com/maps/place/Pet+Story+NY/@40.850161,-73.9706575,14z/data=!4m8!1m2!2m1!1sPet+Story+NY!3m4!1s0x89c2f65738520369:0x2048a9af6c593137!8m2!3d40.850161!4d-73.9706575",https://lh3.googleusercontent.com/gps-cs-s/AHVAwerIlRcgQTEhZr6UEcnui0T1JN53WvqpraS2nbdJCbuDAeH4iuzBNvqSwnemptigAvKWqpyuIFyFYIaslTh0UIsHlP8r38FDrTl9bFoITl1LHO9O7mHvQPZn7kR2JDeKKr-VIoIfg8Wt0XyL=w800-h500-k-no,Daily: 9:30AM–7PM,,,Pet Store with Grooming,,4.8,618.0,Active,False,2026-04-01,40.850161,-73.9706575
Grooming Salon Inc.,grooming-salon-inc-palisades-park-nj,"{""Service options"": {""Onsite services"": true}, ""Accessibility"": {""Wheelchair accessible entrance"": false}, ""Payments"": {""Debit cards"": true, ""NFC mobile payments"": true, ""Credit cards"": true}, ""Parking"": {""Free street parking"": true}}",545 Broad Ave,Palisades Park,New Jersey,7650,(201) 292-3700,https://www.petstarspa.com/,"https://www.google.com/maps/place/Grooming+Salon+Inc./@40.8540266,-73.9938191,14z/data=!4m8!1m2!2m1!1sGrooming+Salon+Inc.!3m4!1s0x89c2f723b9c70409:0xa35ccffb8fa1bb4!8m2!3d40.8540266!4d-73.9938191",https://lh3.googleusercontent.com/gps-cs-s/AHVAwepZzodZcewx3vQKXYQ4AYd2FbHrAt-xgLFrcE5lMUsDJZ4czkdcChMZfz888rr4DZ9-sUlH_CVZuFThDRWg6NGpxQEa7CFWx0FesqeHfwqQAbDw8x4C_prauXitVgZj6hNXqdFc=w800-h500-k-no,Daily: 8AM–7PM,,,Full-Service Salon,,4.5,101.0,Active,False,2026-04-01,40.8540266,-73.9938191
Waggy Tails Dog Grooming Salon,waggy-tails-dog-grooming-salon-ridgefield-park-nj,"{""Service options"": {""Onsite services"": true, ""Language assistance"": ""English, Spanish""}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true}, ""Parking"": {""Paid parking lot"": true}}",219 Main St,Ridgefield Park,New Jersey,7660,(201) 440-4447,https://waggytailsnj.com/,"https://www.google.com/maps/place/Waggy+Tails+Dog+Grooming+Salon/@40.8576803,-74.0246465,14z/data=!4m8!1m2!2m1!1sWaggy+Tails+Dog+Grooming+Salon!3m4!1s0x89c2f760d0c365d9:0xe09039593bc744ab!8m2!3d40.8576803!4d-74.0246465",https://lh3.googleusercontent.com/gps-cs-s/AHVAweoyz_pdOjgQacMzRfJ3QutbrOy2dUBlcou_V2Rl2590tpxLWFu9EsRclMFEkqbT_eItLVDm0PpT6i78y-HJVvBSoZz30gmURzAla-2DJSzqF5GdMyMbKetUM5tMjQ7FGNjB_JM9ow=w800-h500-k-no,"Monday: Closed, Tuesday: Closed, Wednesday: 9AM–4:30PM, Thursday: 9AM–4:30PM, Friday: 9AM–4:30PM, Saturday: 9AM–4PM, Sunday: Closed",Bath & Brush,,Full-Service Salon,,4.7,141.0,Active,False,2026-04-01,40.8576803,-74.0246465
